,advanced education,non advanced education
15488,high<=50K,
15489,,low<=50K
15490,,low<=50K
15491,,low>50K
15492,,low<=50K
15493,,low<=50K
15494,,low<=50K
15495,,low<=50K
15496,,low<=50K
15497,high<=50K,
15498,high>50K,
15499,,low>50K
15500,,low<=50K
15501,,low<=50K
15502,,low<=50K
15503,,low<=50K
15504,high>50K,
15505,,low<=50K
15506,,low<=50K
15507,high<=50K,
15508,,low>50K
15509,,low<=50K
15510,,low<=50K
15511,,low<=50K
15512,,low<=50K
15513,,low<=50K
15514,,low<=50K
15515,,low<=50K
15516,,low<=50K
15517,high<=50K,
15518,,low<=50K
15519,,low<=50K
15520,,low<=50K
15521,high<=50K,
15522,,low<=50K
15523,,low<=50K
15524,,low<=50K
15525,,low<=50K
15526,,low<=50K
15527,high<=50K,
15528,high<=50K,
15529,,low<=50K
15530,,low>50K
15531,high<=50K,
15532,,low<=50K
15533,,low<=50K
15534,,low<=50K
15535,,low<=50K
15536,high>50K,
15537,,low<=50K
15538,,low<=50K
15539,,low>50K
15540,high>50K,
15541,high>50K,
15542,high>50K,
15543,,low<=50K
15544,,low<=50K
15545,,low<=50K
15546,high>50K,
15547,high<=50K,
15548,,low<=50K
15549,,low<=50K
15550,high>50K,
15551,high>50K,
15552,high>50K,
15553,,low<=50K
15554,high>50K,
15555,,low>50K
15556,high>50K,
15557,,low<=50K
15558,,low<=50K
15559,,low<=50K
15560,high<=50K,
15561,,low<=50K
15562,,low>50K
15563,,low<=50K
15564,,low<=50K
15565,,low<=50K
15566,,low<=50K
15567,high>50K,
15568,,low<=50K
15569,high>50K,
15570,,low<=50K
15571,,low<=50K
15572,high<=50K,
15573,,low<=50K
15574,,low<=50K
15575,,low>50K
15576,,low>50K
15577,high>50K,
15578,,low<=50K
15579,high<=50K,
15580,,low<=50K
15581,,low<=50K
15582,,low<=50K
15583,,low<=50K
15584,,low>50K
15585,,low<=50K
15586,,low<=50K
15587,,low<=50K
15588,,low<=50K
15589,,low<=50K
15590,,low<=50K
15591,,low>50K
15592,high>50K,
15593,high<=50K,
15594,high<=50K,
15595,high>50K,
15596,,low>50K
15597,,low<=50K
15598,,low<=50K
15599,,low<=50K
15600,high>50K,
15601,high>50K,
15602,,low<=50K
15603,,low<=50K
15604,,low>50K
15605,high<=50K,
15606,,low<=50K
15607,high>50K,
15608,,low<=50K
15609,,low<=50K
15610,,low<=50K
15611,,low<=50K
15612,,low<=50K
15613,,low<=50K
15614,high>50K,
15615,,low<=50K
15616,high>50K,
15617,,low<=50K
15618,high>50K,
15619,,low<=50K
15620,,low<=50K
15621,,low<=50K
15622,,low<=50K
15623,,low<=50K
15624,,low<=50K
15625,high>50K,
15626,,low<=50K
15627,high>50K,
15628,,low>50K
15629,high>50K,
15630,high>50K,
15631,,low<=50K
15632,,low<=50K
15633,,low<=50K
15634,,low<=50K
15635,,low<=50K
15636,,low<=50K
15637,,low<=50K
15638,,low<=50K
15639,,low<=50K
15640,high>50K,
15641,,low<=50K
15642,high<=50K,
15643,high>50K,
15644,high>50K,
15645,high<=50K,
15646,,low<=50K
15647,,low>50K
15648,high<=50K,
15649,,low>50K
15650,,low<=50K
15651,,low<=50K
15652,,low>50K
15653,,low>50K
15654,,low<=50K
15655,,low<=50K
15656,,low<=50K
15657,,low<=50K
15658,,low<=50K
15659,,low<=50K
15660,,low<=50K
15661,,low<=50K
15662,,low<=50K
15663,,low<=50K
15664,,low<=50K
15665,high>50K,
15666,,low<=50K
15667,,low<=50K
15668,,low<=50K
15669,,low<=50K
15670,,low<=50K
15671,high<=50K,
15672,,low>50K
15673,,low<=50K
15674,,low>50K
15675,high>50K,
15676,high>50K,
15677,,low>50K
15678,,low<=50K
15679,,low<=50K
15680,,low<=50K
15681,,low>50K
15682,,low<=50K
15683,,low<=50K
15684,,low<=50K
15685,high<=50K,
15686,,low>50K
15687,,low<=50K
15688,,low<=50K
15689,,low<=50K
15690,,low<=50K
15691,,low<=50K
15692,high<=50K,
15693,,low<=50K
15694,,low<=50K
15695,,low<=50K
15696,high<=50K,
15697,,low<=50K
15698,,low<=50K
15699,,low>50K
15700,high>50K,
15701,high<=50K,
15702,,low>50K
15703,,low<=50K
15704,,low<=50K
15705,,low<=50K
15706,,low<=50K
15707,,low<=50K
15708,,low>50K
15709,,low<=50K
15710,,low<=50K
15711,high>50K,
15712,,low<=50K
15713,,low<=50K
15714,,low<=50K
15715,,low>50K
15716,,low<=50K
15717,high<=50K,
15718,,low<=50K
15719,,low<=50K
15720,,low<=50K
15721,,low<=50K
15722,,low<=50K
15723,high<=50K,
15724,,low<=50K
15725,,low<=50K
15726,,low<=50K
15727,,low<=50K
15728,,low<=50K
15729,,low<=50K
15730,high>50K,
15731,high<=50K,
15732,high<=50K,
15733,,low<=50K
15734,,low<=50K
15735,,low>50K
15736,high>50K,
15737,,low<=50K
15738,,low<=50K
15739,,low<=50K
15740,,low>50K
15741,,low>50K
15742,,low>50K
15743,,low<=50K
15744,high<=50K,
15745,,low<=50K
15746,high>50K,
15747,,low<=50K
15748,,low<=50K
15749,,low<=50K
15750,high>50K,
15751,,low<=50K
15752,,low<=50K
15753,high>50K,
15754,high>50K,
15755,,low>50K
15756,,low<=50K
15757,,low<=50K
15758,,low<=50K
15759,,low<=50K
15760,,low<=50K
15761,high<=50K,
15762,,low<=50K
15763,,low<=50K
15764,,low<=50K
15765,,low<=50K
15766,high<=50K,
15767,,low<=50K
15768,,low<=50K
15769,high<=50K,
15770,,low<=50K
15771,,low<=50K
15772,high>50K,
15773,high>50K,
15774,,low<=50K
15775,,low>50K
15776,,low<=50K
15777,,low<=50K
15778,high<=50K,
15779,,low>50K
15780,,low<=50K
15781,high<=50K,
15782,,low>50K
15783,,low<=50K
15784,,low<=50K
15785,,low<=50K
15786,,low<=50K
15787,,low<=50K
15788,high<=50K,
15789,,low<=50K
15790,,low>50K
15791,high>50K,
15792,high<=50K,
15793,,low<=50K
15794,,low<=50K
15795,,low<=50K
15796,high<=50K,
15797,high>50K,
15798,,low<=50K
15799,high>50K,
15800,,low<=50K
15801,,low<=50K
15802,high<=50K,
15803,,low<=50K
15804,,low>50K
15805,,low<=50K
15806,,low<=50K
15807,high<=50K,
15808,,low<=50K
15809,,low<=50K
15810,,low<=50K
15811,,low<=50K
15812,,low<=50K
15813,high>50K,
15814,,low>50K
15815,,low>50K
15816,high<=50K,
15817,high>50K,
15818,high<=50K,
15819,,low<=50K
15820,,low<=50K
15821,,low<=50K
15822,,low>50K
15823,,low>50K
15824,,low<=50K
15825,high>50K,
15826,,low<=50K
15827,,low<=50K
15828,high<=50K,
15829,,low<=50K
15830,,low<=50K
15831,,low<=50K
15832,,low<=50K
15833,,low<=50K
15834,,low<=50K
15835,,low<=50K
15836,high<=50K,
15837,,low<=50K
15838,,low<=50K
15839,high>50K,
15840,,low<=50K
15841,high>50K,
15842,,low>50K
15843,high<=50K,
15844,,low<=50K
15845,,low<=50K
15846,,low<=50K
15847,,low<=50K
15848,,low<=50K
15849,,low<=50K
15850,,low<=50K
15851,,low<=50K
15852,,low<=50K
15853,,low>50K
15854,high<=50K,
15855,high<=50K,
15856,,low>50K
15857,,low<=50K
15858,,low<=50K
15859,,low<=50K
15860,,low>50K
15861,,low<=50K
15862,,low>50K
15863,high<=50K,
15864,,low<=50K
15865,,low<=50K
15866,,low<=50K
15867,,low<=50K
15868,high>50K,
15869,,low<=50K
15870,,low<=50K
15871,,low<=50K
15872,,low<=50K
15873,,low>50K
15874,high<=50K,
15875,high>50K,
15876,,low<=50K
15877,,low<=50K
15878,,low>50K
15879,,low>50K
15880,,low<=50K
15881,,low<=50K
15882,,low<=50K
15883,,low<=50K
15884,high>50K,
15885,,low<=50K
15886,,low<=50K
15887,,low<=50K
15888,,low<=50K
15889,high>50K,
15890,,low<=50K
15891,,low<=50K
15892,,low<=50K
15893,,low<=50K
15894,,low<=50K
15895,,low<=50K
15896,high>50K,
15897,,low>50K
15898,,low<=50K
15899,,low<=50K
15900,,low<=50K
15901,,low<=50K
15902,,low<=50K
15903,,low<=50K
15904,,low<=50K
15905,,low<=50K
15906,,low<=50K
15907,high<=50K,
15908,,low<=50K
15909,,low<=50K
15910,,low<=50K
15911,,low<=50K
15912,,low<=50K
15913,,low<=50K
15914,,low<=50K
15915,high<=50K,
15916,,low>50K
15917,high<=50K,
15918,,low<=50K
15919,,low<=50K
15920,,low<=50K
15921,,low<=50K
15922,,low<=50K
15923,high>50K,
15924,high<=50K,
15925,,low<=50K
15926,,low>50K
15927,high<=50K,
15928,,low<=50K
15929,,low<=50K
15930,,low<=50K
15931,,low<=50K
15932,,low<=50K
15933,high>50K,
15934,,low<=50K
15935,,low<=50K
15936,high>50K,
15937,high>50K,
15938,,low<=50K
15939,,low<=50K
15940,,low<=50K
15941,,low>50K
15942,,low>50K
15943,high>50K,
15944,,low<=50K
15945,high>50K,
15946,,low>50K
15947,,low<=50K
15948,,low<=50K
15949,,low<=50K
15950,,low<=50K
15951,,low<=50K
15952,,low>50K
15953,high<=50K,
15954,,low<=50K
15955,,low<=50K
15956,,low>50K
15957,,low<=50K
15958,,low<=50K
15959,,low<=50K
15960,,low<=50K
15961,,low<=50K
15962,,low<=50K
15963,high<=50K,
15964,high<=50K,
15965,high>50K,
15966,high<=50K,
15967,,low<=50K
15968,,low<=50K
15969,high>50K,
15970,,low<=50K
15971,,low>50K
15972,high>50K,
15973,high>50K,
15974,,low<=50K
15975,high>50K,
15976,,low<=50K
15977,,low<=50K
15978,high<=50K,
15979,,low<=50K
15980,,low<=50K
15981,,low<=50K
15982,high>50K,
15983,,low<=50K
15984,,low<=50K
15985,,low<=50K
15986,,low<=50K
15987,,low<=50K
15988,,low<=50K
15989,,low<=50K
15990,,low<=50K
15991,high>50K,
15992,high>50K,
15993,,low<=50K
15994,,low<=50K
15995,,low<=50K
15996,high>50K,
15997,,low<=50K
15998,,low<=50K
15999,,low<=50K
16000,,low>50K
16001,,low<=50K
16002,,low<=50K
16003,,low<=50K
16004,,low<=50K
16005,high<=50K,
16006,,low<=50K
16007,,low>50K
16008,high<=50K,
16009,,low<=50K
16010,,low<=50K
16011,high<=50K,
16012,high>50K,
16013,,low<=50K
16014,,low<=50K
16015,,low<=50K
16016,,low>50K
16017,,low<=50K
16018,,low<=50K
16019,high<=50K,
16020,high<=50K,
16021,,low<=50K
16022,high>50K,
16023,high>50K,
16024,,low<=50K
16025,,low<=50K
16026,,low<=50K
16027,high>50K,
16028,,low<=50K
16029,,low<=50K
16030,high>50K,
16031,,low<=50K
16032,,low<=50K
16033,,low<=50K
16034,,low<=50K
16035,,low<=50K
16036,,low<=50K
16037,,low>50K
16038,,low<=50K
16039,high>50K,
16040,,low<=50K
16041,,low<=50K
16042,,low<=50K
16043,high<=50K,
16044,,low<=50K
16045,high<=50K,
16046,,low<=50K
16047,high>50K,
16048,,low<=50K
16049,,low<=50K
16050,,low<=50K
16051,,low<=50K
16052,,low<=50K
16053,,low<=50K
16054,,low>50K
16055,,low<=50K
16056,,low<=50K
16057,,low<=50K
16058,,low<=50K
16059,high<=50K,
16060,,low<=50K
16061,,low>50K
16062,,low<=50K
16063,,low<=50K
16064,,low>50K
16065,,low<=50K
16066,,low<=50K
16067,,low<=50K
16068,,low<=50K
16069,,low<=50K
16070,,low<=50K
16071,,low<=50K
16072,,low<=50K
16073,,low<=50K
16074,,low<=50K
16075,,low<=50K
16076,high<=50K,
16077,high<=50K,
16078,,low<=50K
16079,high>50K,
16080,,low<=50K
16081,,low<=50K
16082,,low<=50K
16083,,low>50K
16084,,low<=50K
16085,,low<=50K
16086,,low>50K
16087,,low>50K
16088,,low<=50K
16089,,low<=50K
16090,,low<=50K
16091,,low<=50K
16092,,low>50K
16093,,low<=50K
16094,high>50K,
16095,,low>50K
16096,high>50K,
16097,,low<=50K
16098,,low<=50K
16099,,low<=50K
16100,,low<=50K
16101,high>50K,
16102,,low<=50K
16103,high>50K,
16104,,low<=50K
16105,high<=50K,
16106,,low>50K
16107,high<=50K,
16108,,low<=50K
16109,,low<=50K
16110,,low<=50K
16111,,low>50K
16112,,low<=50K
16113,high<=50K,
16114,,low<=50K
16115,,low<=50K
16116,,low<=50K
16117,high<=50K,
16118,,low<=50K
16119,high<=50K,
16120,high<=50K,
16121,high<=50K,
16122,,low<=50K
16123,,low<=50K
16124,,low<=50K
16125,,low<=50K
16126,,low<=50K
16127,,low<=50K
16128,,low>50K
16129,high>50K,
16130,high>50K,
16131,,low<=50K
16132,high<=50K,
16133,,low<=50K
16134,,low>50K
16135,,low<=50K
16136,,low<=50K
16137,,low<=50K
16138,,low>50K
16139,,low<=50K
16140,,low<=50K
16141,high>50K,
16142,,low<=50K
16143,,low<=50K
16144,high>50K,
16145,,low<=50K
16146,high<=50K,
16147,high<=50K,
16148,,low<=50K
16149,,low<=50K
16150,,low<=50K
16151,,low<=50K
16152,high<=50K,
16153,high>50K,
16154,,low<=50K
16155,,low<=50K
16156,,low>50K
16157,high>50K,
16158,,low<=50K
16159,,low<=50K
16160,high<=50K,
16161,,low<=50K
16162,,low<=50K
16163,,low>50K
16164,high<=50K,
16165,,low<=50K
16166,,low<=50K
16167,,low>50K
16168,,low>50K
16169,,low<=50K
16170,,low<=50K
16171,,low<=50K
16172,,low<=50K
16173,,low<=50K
16174,,low<=50K
16175,,low<=50K
16176,,low<=50K
16177,,low<=50K
16178,,low<=50K
16179,,low<=50K
16180,,low>50K
16181,,low<=50K
16182,,low<=50K
16183,,low<=50K
16184,,low<=50K
16185,high>50K,
16186,,low<=50K
16187,high<=50K,
16188,,low<=50K
16189,,low<=50K
16190,,low<=50K
16191,,low<=50K
16192,,low>50K
16193,,low<=50K
16194,,low<=50K
16195,,low>50K
16196,,low<=50K
16197,,low>50K
16198,,low<=50K
16199,,low<=50K
16200,high>50K,
16201,,low<=50K
16202,,low>50K
16203,,low<=50K
16204,,low<=50K
16205,,low<=50K
16206,,low<=50K
16207,,low<=50K
16208,,low>50K
16209,high<=50K,
16210,high>50K,
16211,high<=50K,
16212,,low<=50K
16213,high>50K,
16214,high>50K,
16215,high<=50K,
16216,,low<=50K
16217,,low<=50K
16218,,low<=50K
16219,,low<=50K
16220,,low<=50K
16221,,low<=50K
16222,,low<=50K
16223,high>50K,
16224,,low<=50K
16225,,low<=50K
16226,,low<=50K
16227,,low>50K
16228,,low<=50K
16229,high>50K,
16230,,low<=50K
16231,high>50K,
16232,,low<=50K
16233,high<=50K,
16234,high>50K,
16235,high>50K,
16236,,low<=50K
16237,,low>50K
16238,,low<=50K
16239,,low<=50K
16240,,low<=50K
16241,,low<=50K
16242,,low<=50K
16243,high<=50K,
16244,high<=50K,
16245,high<=50K,
16246,,low>50K
16247,,low<=50K
16248,,low<=50K
16249,,low<=50K
16250,,low<=50K
16251,,low<=50K
16252,high>50K,
16253,,low>50K
16254,,low<=50K
16255,,low<=50K
16256,,low>50K
16257,,low<=50K
16258,,low<=50K
16259,high<=50K,
16260,,low<=50K
16261,,low<=50K
16262,,low<=50K
16263,,low<=50K
16264,,low<=50K
16265,,low<=50K
16266,high>50K,
16267,,low<=50K
16268,high<=50K,
16269,,low>50K
16270,high<=50K,
16271,,low<=50K
16272,,low>50K
16273,,low<=50K
16274,,low>50K
16275,,low<=50K
16276,,low<=50K
16277,,low<=50K
16278,,low<=50K
16279,,low<=50K
16280,,low>50K
16281,,low>50K
16282,high>50K,
16283,high<=50K,
16284,high<=50K,
16285,,low<=50K
16286,,low<=50K
16287,,low<=50K
16288,high>50K,
16289,,low<=50K
16290,,low<=50K
16291,,low<=50K
16292,,low>50K
16293,,low>50K
16294,,low<=50K
16295,,low<=50K
16296,,low<=50K
16297,high>50K,
16298,,low<=50K
16299,,low<=50K
16300,,low<=50K
16301,,low<=50K
16302,,low>50K
16303,,low>50K
16304,,low<=50K
16305,,low<=50K
16306,,low>50K
16307,high>50K,
16308,,low<=50K
16309,,low<=50K
16310,high>50K,
16311,,low<=50K
16312,,low<=50K
16313,,low<=50K
16314,,low<=50K
16315,high>50K,
16316,,low<=50K
16317,,low>50K
16318,high>50K,
16319,,low>50K
16320,,low<=50K
16321,high>50K,
16322,,low<=50K
16323,,low<=50K
16324,,low<=50K
16325,,low<=50K
16326,high<=50K,
16327,high>50K,
16328,,low>50K
16329,,low>50K
16330,high<=50K,
16331,,low>50K
16332,high>50K,
16333,,low<=50K
16334,,low>50K
16335,,low<=50K
16336,,low>50K
16337,,low<=50K
16338,high<=50K,
16339,,low>50K
16340,,low<=50K
16341,,low>50K
16342,,low<=50K
16343,,low<=50K
16344,,low<=50K
16345,,low<=50K
16346,,low<=50K
16347,,low>50K
16348,,low<=50K
16349,,low<=50K
16350,high<=50K,
16351,,low<=50K
16352,,low<=50K
16353,,low<=50K
16354,,low<=50K
16355,,low>50K
16356,high>50K,
16357,,low<=50K
16358,,low>50K
16359,,low<=50K
16360,high>50K,
16361,,low<=50K
16362,,low<=50K
16363,,low<=50K
16364,,low>50K
16365,,low<=50K
16366,,low<=50K
16367,,low>50K
16368,,low<=50K
16369,,low>50K
16370,,low<=50K
16371,,low<=50K
16372,high>50K,
16373,high<=50K,
16374,high<=50K,
16375,,low<=50K
16376,,low<=50K
16377,high>50K,
16378,,low<=50K
16379,,low>50K
16380,,low>50K
16381,,low<=50K
16382,,low<=50K
16383,,low<=50K
16384,,low<=50K
16385,,low<=50K
16386,high<=50K,
16387,,low<=50K
16388,,low<=50K
16389,,low<=50K
16390,,low>50K
16391,,low<=50K
16392,,low<=50K
16393,,low<=50K
16394,,low<=50K
16395,high<=50K,
16396,high<=50K,
16397,,low<=50K
16398,,low<=50K
16399,,low<=50K
16400,,low<=50K
16401,,low>50K
16402,high<=50K,
16403,high<=50K,
16404,,low<=50K
16405,,low<=50K
16406,,low>50K
16407,,low<=50K
16408,,low>50K
16409,high<=50K,
16410,,low<=50K
16411,high>50K,
16412,high>50K,
16413,,low<=50K
16414,,low<=50K
16415,,low<=50K
16416,,low<=50K
16417,,low<=50K
16418,high<=50K,
16419,high<=50K,
16420,high>50K,
16421,,low<=50K
16422,,low<=50K
16423,,low<=50K
16424,,low<=50K
16425,high<=50K,
16426,,low<=50K
16427,,low>50K
16428,,low<=50K
16429,,low<=50K
16430,,low<=50K
16431,high>50K,
16432,,low>50K
16433,,low<=50K
16434,high<=50K,
16435,high>50K,
16436,,low<=50K
16437,,low<=50K
16438,,low<=50K
16439,,low<=50K
16440,,low<=50K
16441,,low<=50K
16442,,low>50K
16443,,low<=50K
16444,,low<=50K
16445,,low<=50K
16446,,low>50K
16447,,low>50K
16448,,low<=50K
16449,,low<=50K
16450,,low<=50K
16451,,low<=50K
16452,,low<=50K
16453,,low<=50K
16454,,low<=50K
16455,,low<=50K
16456,,low<=50K
16457,,low<=50K
16458,,low<=50K
16459,,low<=50K
16460,,low<=50K
16461,,low<=50K
16462,high>50K,
16463,,low<=50K
16464,,low<=50K
16465,,low<=50K
16466,,low<=50K
16467,,low>50K
16468,,low<=50K
16469,,low<=50K
16470,,low<=50K
16471,,low<=50K
16472,high<=50K,
16473,,low<=50K
16474,,low<=50K
16475,high<=50K,
16476,high<=50K,
16477,,low<=50K
16478,high<=50K,
16479,,low<=50K
16480,,low>50K
16481,,low<=50K
16482,high<=50K,
16483,,low<=50K
16484,,low<=50K
16485,,low<=50K
16486,,low<=50K
16487,,low<=50K
16488,,low<=50K
16489,,low<=50K
16490,,low<=50K
16491,,low<=50K
16492,high<=50K,
16493,high<=50K,
16494,high>50K,
16495,,low<=50K
16496,,low>50K
16497,,low<=50K
16498,,low<=50K
16499,,low<=50K
16500,,low<=50K
16501,,low<=50K
16502,high<=50K,
16503,,low>50K
16504,high<=50K,
16505,,low<=50K
16506,,low<=50K
16507,,low<=50K
16508,,low<=50K
16509,,low<=50K
16510,,low<=50K
16511,,low<=50K
16512,high<=50K,
16513,high<=50K,
16514,,low<=50K
16515,high>50K,
16516,,low<=50K
16517,,low<=50K
16518,,low<=50K
16519,,low<=50K
16520,,low<=50K
16521,,low<=50K
16522,,low<=50K
16523,,low>50K
16524,high<=50K,
16525,,low<=50K
16526,high>50K,
16527,high>50K,
16528,,low<=50K
16529,,low<=50K
16530,,low<=50K
16531,,low<=50K
16532,high>50K,
16533,,low<=50K
16534,high<=50K,
16535,,low<=50K
16536,,low<=50K
16537,high<=50K,
16538,,low<=50K
16539,,low<=50K
16540,,low<=50K
16541,,low<=50K
16542,high<=50K,
16543,,low<=50K
16544,,low<=50K
16545,,low<=50K
16546,,low<=50K
16547,,low<=50K
16548,,low<=50K
16549,high>50K,
16550,,low<=50K
16551,,low<=50K
16552,,low<=50K
16553,,low<=50K
16554,high<=50K,
16555,,low<=50K
16556,,low<=50K
16557,high<=50K,
16558,,low<=50K
16559,high>50K,
16560,,low<=50K
16561,,low<=50K
16562,,low>50K
16563,,low>50K
16564,high>50K,
16565,,low<=50K
16566,high>50K,
16567,,low<=50K
16568,high<=50K,
16569,high>50K,
16570,,low>50K
16571,high>50K,
16572,,low>50K
16573,high<=50K,
16574,high<=50K,
16575,high<=50K,
16576,,low>50K
16577,,low<=50K
16578,high<=50K,
16579,,low<=50K
16580,,low<=50K
16581,,low<=50K
16582,high<=50K,
16583,,low>50K
16584,,low<=50K
16585,,low<=50K
16586,,low<=50K
16587,,low<=50K
16588,,low<=50K
16589,,low<=50K
16590,,low<=50K
16591,,low<=50K
16592,,low<=50K
16593,,low>50K
16594,high<=50K,
16595,,low<=50K
16596,,low>50K
16597,,low>50K
16598,high>50K,
16599,,low<=50K
16600,,low<=50K
16601,high<=50K,
16602,,low<=50K
16603,,low<=50K
16604,,low>50K
16605,,low<=50K
16606,,low<=50K
16607,,low>50K
16608,high>50K,
16609,,low<=50K
16610,,low<=50K
16611,,low<=50K
16612,,low<=50K
16613,high<=50K,
16614,,low<=50K
16615,high>50K,
16616,,low<=50K
16617,high>50K,
16618,,low>50K
16619,high<=50K,
16620,,low>50K
16621,,low<=50K
16622,,low<=50K
16623,,low<=50K
16624,high<=50K,
16625,high<=50K,
16626,,low>50K
16627,,low<=50K
16628,high>50K,
16629,,low<=50K
16630,,low<=50K
16631,,low<=50K
16632,,low>50K
16633,,low<=50K
16634,high<=50K,
16635,high>50K,
16636,,low<=50K
16637,high>50K,
16638,,low<=50K
16639,high>50K,
16640,,low<=50K
16641,,low<=50K
16642,,low<=50K
16643,,low>50K
16644,,low<=50K
16645,,low<=50K
16646,,low<=50K
16647,,low<=50K
16648,,low<=50K
16649,,low<=50K
16650,,low<=50K
16651,,low<=50K
16652,,low>50K
16653,,low<=50K
16654,,low<=50K
16655,,low<=50K
16656,high<=50K,
16657,,low>50K
16658,,low<=50K
16659,high>50K,
16660,,low<=50K
16661,high<=50K,
16662,,low>50K
16663,,low>50K
16664,high<=50K,
16665,,low<=50K
16666,high<=50K,
16667,,low<=50K
16668,,low<=50K
16669,high<=50K,
16670,,low<=50K
16671,,low<=50K
16672,,low>50K
16673,,low<=50K
16674,high>50K,
16675,,low<=50K
16676,,low>50K
16677,,low<=50K
16678,,low<=50K
16679,,low>50K
16680,,low<=50K
16681,,low<=50K
16682,,low>50K
16683,,low<=50K
16684,,low<=50K
16685,high<=50K,
16686,,low<=50K
16687,,low<=50K
16688,,low<=50K
16689,,low<=50K
16690,,low>50K
16691,,low>50K
16692,high>50K,
16693,,low>50K
16694,,low<=50K
16695,high<=50K,
16696,high>50K,
16697,,low<=50K
16698,,low<=50K
16699,,low>50K
16700,,low<=50K
16701,,low>50K
16702,,low<=50K
16703,high>50K,
16704,,low<=50K
16705,high>50K,
16706,high<=50K,
16707,,low<=50K
16708,high<=50K,
16709,high>50K,
16710,,low<=50K
16711,,low<=50K
16712,,low<=50K
16713,,low<=50K
16714,,low<=50K
16715,high>50K,
16716,,low<=50K
16717,,low<=50K
16718,,low<=50K
16719,,low<=50K
16720,,low<=50K
16721,,low<=50K
16722,,low<=50K
16723,,low<=50K
16724,,low<=50K
16725,,low<=50K
16726,,low<=50K
16727,high<=50K,
16728,,low<=50K
16729,,low<=50K
16730,high>50K,
16731,,low<=50K
16732,,low<=50K
16733,,low<=50K
16734,,low<=50K
16735,,low<=50K
16736,,low>50K
16737,,low<=50K
16738,,low<=50K
16739,,low<=50K
16740,high>50K,
16741,,low<=50K
16742,,low>50K
16743,,low<=50K
16744,,low<=50K
16745,,low<=50K
16746,,low<=50K
16747,,low<=50K
16748,,low>50K
16749,,low<=50K
16750,,low<=50K
16751,,low>50K
16752,high<=50K,
16753,,low<=50K
16754,,low<=50K
16755,,low>50K
16756,,low<=50K
16757,,low<=50K
16758,,low<=50K
16759,high>50K,
16760,,low>50K
16761,,low<=50K
16762,high>50K,
16763,,low<=50K
16764,,low<=50K
16765,high<=50K,
16766,,low<=50K
16767,,low<=50K
16768,,low<=50K
16769,high<=50K,
16770,,low<=50K
16771,,low<=50K
16772,high<=50K,
16773,,low<=50K
16774,,low<=50K
16775,,low>50K
16776,,low>50K
16777,,low<=50K
16778,high<=50K,
16779,,low<=50K
16780,high>50K,
16781,,low>50K
16782,,low<=50K
16783,,low<=50K
16784,,low<=50K
16785,,low<=50K
16786,high<=50K,
16787,,low>50K
16788,,low<=50K
16789,high>50K,
16790,high>50K,
16791,,low<=50K
16792,,low<=50K
16793,high<=50K,
16794,,low<=50K
16795,,low>50K
16796,,low<=50K
16797,,low<=50K
16798,high>50K,
16799,high<=50K,
16800,,low<=50K
16801,,low>50K
16802,,low<=50K
16803,,low<=50K
16804,high<=50K,
16805,,low<=50K
16806,,low>50K
16807,,low<=50K
16808,high<=50K,
16809,,low<=50K
16810,,low>50K
16811,high>50K,
16812,,low<=50K
16813,,low<=50K
16814,,low<=50K
16815,,low<=50K
16816,,low<=50K
16817,,low<=50K
16818,,low<=50K
16819,,low>50K
16820,,low>50K
16821,,low>50K
16822,high>50K,
16823,,low<=50K
16824,,low<=50K
16825,,low<=50K
16826,,low<=50K
16827,,low<=50K
16828,,low<=50K
16829,,low<=50K
16830,,low<=50K
16831,,low>50K
16832,,low<=50K
16833,,low<=50K
16834,high>50K,
16835,,low<=50K
16836,,low<=50K
16837,,low<=50K
16838,,low>50K
16839,,low<=50K
16840,,low<=50K
16841,,low<=50K
16842,,low<=50K
16843,,low>50K
16844,,low<=50K
16845,,low>50K
16846,,low<=50K
16847,,low<=50K
16848,,low>50K
16849,high>50K,
16850,,low<=50K
16851,high<=50K,
16852,,low<=50K
16853,,low<=50K
16854,high<=50K,
16855,,low>50K
16856,high>50K,
16857,high<=50K,
16858,,low<=50K
16859,,low<=50K
16860,,low<=50K
16861,,low>50K
16862,,low<=50K
16863,,low<=50K
16864,high>50K,
16865,,low<=50K
16866,,low<=50K
16867,,low<=50K
16868,high<=50K,
16869,high<=50K,
16870,,low<=50K
16871,,low>50K
16872,,low<=50K
16873,,low<=50K
16874,,low<=50K
16875,,low<=50K
16876,,low<=50K
16877,,low<=50K
16878,,low<=50K
16879,high>50K,
16880,,low<=50K
16881,high>50K,
16882,,low<=50K
16883,,low<=50K
16884,,low<=50K
16885,high>50K,
16886,high<=50K,
16887,high<=50K,
16888,,low<=50K
16889,,low<=50K
16890,,low>50K
16891,,low<=50K
16892,,low<=50K
16893,,low<=50K
16894,high<=50K,
16895,,low<=50K
16896,,low<=50K
16897,,low<=50K
16898,,low>50K
16899,,low<=50K
16900,,low<=50K
16901,,low<=50K
16902,,low<=50K
16903,,low>50K
16904,,low<=50K
16905,,low<=50K
16906,high<=50K,
16907,,low<=50K
16908,,low<=50K
16909,high>50K,
16910,high>50K,
16911,,low<=50K
16912,,low<=50K
16913,,low<=50K
16914,,low<=50K
16915,,low<=50K
16916,,low>50K
16917,high>50K,
16918,high<=50K,
16919,,low<=50K
16920,,low<=50K
16921,,low<=50K
